numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
476,3.0,Research Services,professor,7.0,Doctor,columbia university in the city of new york,mcgill university,3
500,5.0,Hospital & Health Care,professor,20.26,Doctor,cold spring harbor laboratory,university of california davis,3
448,3.0,Research,research scientist,6.17,Doctor,albert einstein college of medicine,institute of genomics and integrative biology csir,3
500,5.0,Civic & Social Organization,content creator,7.0,Doctor,health plus,national louis university,3
500,4.0,Research Services,research scientist,10.25,Doctor,memorial sloan kettering cancer center,university of oxford,3
500,3.0,Law Practice,law,6.08,Doctor,kasowitz benson torres llp,fordham university school of law,3
435,1.0,Pharmaceuticals,research,21.98,Doctor,merck,university of illinois at urbana champaign,3
500,6.0,Law Practice,counsel,18.08,Doctor,atlantic records,seton hall university school of law,3
500,5.0,Pharmaceuticals,clinical pharmacist,27.0,Doctor,johnson johnson,university of florida,3
500,1.0,Mental Health Care,editor,15.57,Doctor,contemporary psychoanalysis,washington baltimore center for psychoanalysis new directions program,3
500,5.0,Research Services,research scientist,16.51,Doctor,sumitomo mitsui banking corporation smbc group,the college of william and mary,3
500,3.0,Law Practice,attorney,16.5,Doctor,gibson dunn crutcher llp,columbia law school,3
500,5.0,Environmental Services,environmental engineer,33.08,Doctor,ghd,university of massachusetts amherst,3
500,2.0,Chemical Manufacturing,scientist,13.92,Doctor,exxonmobil,ohio university,3
500,1.0,Research,professor,9.83,Doctor,columbia university vagelos college of physicians and surgeons,university of florida,3
334,5.0,Law Practice,directors,29.08,Doctor,lagalante pllc,st john s university school of law,3
500,6.0,Law Practice,lawyer,18.41,Doctor,paul hastings,hofstra university school of law,3
411,4.0,Higher Education,research,9.24,Doctor,columbia graduate consulting club,columbia university in the city of new york,3
474,2.0,Retail Art Supplies,social,2.75,Doctor,goucher college,university of pennsylvania,3
500,2.0,Research,research scientist,7.75,Doctor,baginski wegner and company bw co,duke university school of medicine,3
440,3.0,Hospital & Health Care,rn,6.25,Doctor,nyu langone health,new york university,3
500,5.0,Financial Services,non,32.99,Doctor,goldman sachs,the wharton school,3
500,4.0,Entertainment Providers,attorney,34.58,Doctor,latham watkins,american university washington college of law,3
500,5.0,Civil Engineering,structural engineer,21.75,Doctor,parsons corporation,university of arizona,3
500,5.0,Computer Software,law,13.67,Doctor,match group,the university of alabama school of law,3
500,1.0,Publishing,writer,16.66,Doctor,western news info inc,teachers college columbia university,3
500,3.0,Law Practice,spring,19.25,Doctor,sidley austin llp,university of virginia school of law,3
500,3.0,Higher Education,investigator,38.0,Doctor,n y u,columbia law school,3
500,7.0,Research Services,research engineer,15.0,Doctor,stealth mode startup full time,university of michigan ann arbor,3
362,5.0,Higher Education,research,52.83,Doctor,long island university,department of chemistry university of pune,3
500,6.0,Artists and Writers,creative,59.67,Bachelor,brooklinen,columbia university in the city of new york,3
435,1.0,Research Services,research,15.92,Doctor,mcgill university,new york medical college,3
500,6.0,Legal Services,strategist,25.59,Doctor,gmi rocket,brooklyn law school,3
500,5.0,Entertainment Providers,actor,59.67,Master,ucsb residency commission and performances,university per stranieri,3
500,7.0,Hospital & Health Care,researcher,13.34,Doctor,kubera health,harvard business school,3
397,4.0,Higher Education,laboratory,3.51,Doctor,默克集團,university of veterinary medicine hanover,3
500,3.0,Government Relations,reporter,46.34,Master,kpmg us,the london school of economics and political science lse,3
500,4.0,Internet,machine engineer,4.93,Doctor,amazon,north carolina state university,3
500,2.0,Hospitals and Health Care,medical,17.52,Doctor,the institute for family health,american university of antigua,3
500,3.0,Law Practice,spring,2.08,Doctor,morvillo abramowitz grand iason anello pc,university of california los angeles school of law,3
500,2.0,Medical Practices,physician,5.58,Doctor,englewood hospital and medical center,albert einstein college of medicine,3
500,3.0,Hospital & Health Care,physician,33.17,Doctor,mount sinai health system,university of colorado denver business school,3
500,1.0,Travel Arrangements,teaching,9.41,Doctor,asu school of community resources and development,asu watts college of public service community solutions,3
500,1.0,Hospital & Health Care,clinical,2.75,Doctor,massachusetts general hospital,columbia university vagelos college of physicians and surgeons,3
500,3.0,Religious Institutions,teacher,45.41,Master,presbyterian church of madison,austin presbyterian theological seminary,3
500,6.0,Information Technology & Services,software engineering,23.41,Doctor,meta,columbia university,3
500,6.0,"Technology, Information and Internet",researcher,54.0,Bachelor,2088labs ai,the graduate center city university of new york,3
500,4.0,Writing & Editing,writer,14.01,Doctor,american heart association,king s college,3
500,6.0,Retail Luxury Goods and Jewelry,counsel,23.75,Doctor,hermes of paris inc,wesleyan university,3
500,2.0,Public Relations & Communications,copywriter,16.83,Doctor,star equity,touro university jacob d fuchsberg law center,3
500,3.0,Broadcast Media Production and Distribution,producer,71.48,Bachelor,newsnation,hofstra university,3
500,3.0,Research,writer,25.16,Doctor,political research associates,the graduate center city university of new york,3
478,2.0,Research Services,teaching,4.08,Doctor,columbia university irving medical center,freie universität berlin,3
500,7.0,Real Estate,real estate,13.58,Doctor,bespoke air a i,mit sloan executive education,3
399,5.0,Higher Education,research scientist,32.75,Doctor,icahn school of medicine at mount sinai,universidad nacional de quilmes,3
469,5.0,Civil Engineering,actuary,12.73,Doctor,guy carpenter,university of illinois urbana champaign,3
500,6.0,Medical Practices,physician,18.75,Doctor,metroplushealth,albert einstein college of medicine,3
500,2.0,Semiconductors,embedded software engineer,13.0,Doctor,hudson river trading,linköping university,3
500,1.0,Hospital & Health Care,community,6.58,Doctor,association of women surgeons,joan sanford i weill medical college of cornell university,3
500,3.0,Accounting,professor,10.92,Doctor,columbia university irving medical center,columbia university in the city of new york,3
500,7.0,Hospitals and Health Care,physician,14.09,Doctor,premier inc,boston university school of medicine,3
500,2.0,Broadcast Media Production and Distribution,community,32.59,Doctor,new york city department of health mental,teachers college columbia university,3
500,5.0,Design Services,creative,61.34,empty,liestudio,udemy,3
500,2.0,Law Practice,investment,13.25,Doctor,sidley austin llp,georgetown university law center,3
500,3.0,Law Practice,law,79.0,Doctor,american bar association,union theological seminary,3
500,2.0,Pharmaceutical Manufacturing,research scientist,20.41,Doctor,st john s university,texas tech university health sciences center,3
455,6.0,Law Practice,attorney,20.57,Doctor,rawle henderson llp,rutgers school of law newark,3
500,2.0,Research,data scientist,4.34,Doctor,meta,harvard university,3
500,6.0,Pharmaceuticals,marketing consultant,11.99,Doctor,regeneron,university of maine,3
500,3.0,Computer Software,research scientist,19.0,Doctor,usda,penn state university,3
500,6.0,Investment Banking,technology architect,20.41,Doctor,ubs,institute of informatics problems of the russian academy of sciences ipi ran,3
500,2.0,"Appliances, Electrical, and Electronics Manufacturing",software engineering,7.0,Doctor,intel labs,rutgers university,3
500,5.0,Law Practice,attorney,20.75,Doctor,otterbourg p c,st john s university school of law,3
500,3.0,Information Technology & Services,research,8.01,Doctor,meta,ecole normale supérieure,3
500,3.0,Law Practice,attorney,11.42,Doctor,simpson thacher bartlett llp,the george washington university law school,3
500,2.0,Law Practice,law,6.83,Doctor,georgetown law criminal justice clinic,georgetown university law center,3
500,3.0,Law Practice,legal,17.59,Doctor,google deepmind,university of california los angeles school of law,3
372,6.0,Accounting,counsel,11.5,Doctor,oppenheimer co inc,fordham university school of law,3
500,3.0,Government Administration,research,9.92,Doctor,city cancer challenge,columbia university mailman school of public health,3
469,3.0,Higher Education,machine engineer,0.17,Doctor,citi,new york university,3
500,3.0,Law Practice,law,9.08,Doctor,friedman kaplan seiler adelman robbins llp,fordham university school of law,3
500,2.0,Insurance,data scientist,10.34,Doctor,chubb,university of chicago,3
500,5.0,Medical Practice,medical,97.41,Doctor,national kidney foundation eastern pa nj,north shore university hospital manhasset,3
500,5.0,Insurance,counsel,25.25,Doctor,american bar association,fordham university school of law,3
450,6.0,Law Practice,law,18.0,Doctor,weil gotshal manges llp,university of pittsburgh school of law,3
500,2.0,Medical Practices,teacher,2.59,Doctor,university of florida college of education,new york medicine jobs,3
500,5.0,Education Management,education,47.58,Doctor,the new york botanical garden,binghamton university,3
412,2.0,Research Services,professor,19.58,Doctor,nyu robert f wagner graduate school of public service,university of california berkeley,3
500,5.0,Manufacturing,counsel,17.0,Doctor,harry s inc,fordham university school of law,3
500,2.0,Legal Services,student worker,1.33,Doctor,qc law ny,brooklyn law school,3
348,3.0,Computer Software,research engineer,6.66,Doctor,epic,stony brook university,3
500,4.0,Entertainment Providers,counsel,16.5,Doctor,interpublic group ipg,ucla,3
500,4.0,Semiconductor Manufacturing,r d engineer,28.5,Doctor,ibm,university of cincinnati,3
500,3.0,Pharmaceutical Manufacturing,physician,9.83,Doctor,independent consultant,terenure college,3
500,6.0,Medical Practices,physician,14.26,Doctor,memorial sloan kettering cancer center,harvard t h chan school of public health,3
424,2.0,Law Practice,law,14.25,Doctor,troutman pepper locke llp,city university of new york school of law,3
500,3.0,Research Services,research scientist,21.49,Doctor,columbia university,indian institute of science iisc,3
500,3.0,Writing & Editing,writer,76.91,Bachelor,marvel entertainment,university of hartford,3
500,4.0,Online Audio and Video Media,relationship,7.0,Doctor,leadership directories inc,middlebury college,3
500,6.0,Internet,counsel,53.17,Doctor,technology blogger for the age of disruption blog,columbia law school,3
500,6.0,Law Practice,attorney,10.66,Doctor,stanford law school,stanford university law school,3
500,5.0,Think Tanks,community,42.17,Master,foundation for new american art inc,new york university,3
500,7.0,Wellness and Fitness Services,md,0.92,Doctor,envy smile dental spa,new york university college of dentistry,3
500,5.0,Law Practice,attorney,15.25,Doctor,haynes and boone llp,queen mary university of london,3
500,6.0,Government Administration,professor,21.23,Doctor,nyc office of the mayor,harvard university,3
500,4.0,Entertainment,counsel,38.67,Doctor,moses singer llp,columbia law school,3
500,5.0,Law Practice,law,2.25,Doctor,case western reserve university school of law,the ohio state university moritz college of law,3
500,5.0,Research,research,25.67,Doctor,the michael j fox foundation for parkinson s research,ut southwestern medical center,3
500,6.0,Law Practice,counsel,23.0,Doctor,sheet metal air conditioning association of nyc,brooklyn law school,3
500,1.0,Hospital & Health Care,teaching,12.9,Doctor,rutgers new jersey medical school,rutgers new jersey medical school,3
500,7.0,Non-profit Organizations,small business,84.82,Master,new york edge,syracuse university,3
500,5.0,Internet,analytics,14.09,Doctor,lemonade,dartmouth college,3
347,6.0,Law Practice,attorney,15.59,Doctor,day pitney llp,university of illinois urbana champaign,3
500,6.0,Law Practice,attorney,26.66,Doctor,a o shearman,muhlenberg college,3
500,4.0,Law Practice,attorney,13.0,Doctor,helbraun levey,elisabeth haub school of law at pace university,3
500,6.0,Entertainment,writer,31.84,Doctor,national black arts festival,new york university,3
500,5.0,Book and Periodical Publishing,strategic,83.5,Master,singer publications,columbia university,3
500,5.0,Law Practice,attorney,23.0,Doctor,goidel law group pllc,cardozo school of law,3
500,5.0,Research Services,scientist,15.0,Doctor,merck,caltech,3
500,6.0,Advertising Services,marketing consultant,20.33,Doctor,gsk,cornell university,3
500,5.0,Book and Periodical Publishing,editor,58.0,Doctor,reviewed cleared,the johns hopkins university,3
500,5.0,Pharmaceuticals,research,13.08,Doctor,bristol myers squibb,weill cornell graduate school of medical sciences,3
401,5.0,Higher Education,research scientist,19.17,Doctor,yeshiva university,the hebrew university,3
500,4.0,Medical Practices,clinical,4.17,Doctor,columbia university irving medical center,columbia university mailman school of public health,3
500,4.0,Information Technology & Services,consulting engineer,28.5,Doctor,ibm,syracuse university,3
500,5.0,Public Relations and Communications Services,media relations,36.66,Master,forbes communications council,purdue university,3
500,6.0,Telecommunications,transportation,17.5,Doctor,optimum,empire state university,3
347,4.0,Law Practice,law,0.25,Doctor,dentons,university of virginia school of law,3
420,3.0,Oil and Gas,machine engineer,13.66,Doctor,exxonmobil,princeton university,3
500,4.0,Hospital & Health Care,professor,50.32,Doctor,harvard medical school,greater new york hospital association and united hospital fund,3
500,6.0,Law Practice,counsel,30.75,Doctor,herbert smith freehills kramer,university of chicago law school,3
500,4.0,Research,contributor,9.5,Doctor,safe pro group inc,columbia university graduate school of arts and sciences,3
500,5.0,Telecommunications,solutions architect,28.67,Doctor,hitachi digital,university of minnesota,3
500,6.0,Computer Hardware Manufacturing,r d engineer,19.0,Doctor,siemens healthineers,university of illinois urbana champaign,3
500,1.0,Higher Education,teaching,27.16,Doctor,fordham university,the city college of new york,3
500,3.0,Higher Education,physician,18.58,Doctor,weill cornell medicine,faculty of health sciences ben gurion university of the negev beer sheva israel,3
500,4.0,Medical Practices,physician,220.78,Doctor,american heart association,saïd business school university of oxford,3
500,5.0,Pharmaceuticals,medical affairs,23.58,Doctor,alcon,university of minnesota,3
500,6.0,Law Practice,attorney,17.67,Doctor,rivkin radler llp,st john s university school of law,3
356,5.0,Pharmaceutical Manufacturing,clinical research,20.42,Doctor,vertex pharmaceuticals,university of medicine and dentistry of new jersey new jersey medical school,3
500,2.0,Law Practice,law,1.59,Doctor,faegre drinker,seton hall university school of law,3
500,3.0,Law Practice,writer,19.5,Doctor,bronx civil court,new york law school,3
500,5.0,Hospitals and Health Care,business development consultant,58.5,empty,hackensack meridian health at home jfk at home vhsnj at home,brookdale community college,3
500,2.0,Research,research,11.84,Doctor,center for democracy technology,carnegie mellon university,3
430,3.0,Hospitals and Health Care,physician,7.84,Doctor,nyu langone health,cleveland clinic,3
500,2.0,Computer Software,data scientist,2.0,Doctor,google,university of washington,3
500,6.0,Research Services,research scientist,23.24,Doctor,new york fashion innovation center nyfic,stockholm university,3
500,6.0,Biotechnology Research,research scientist,19.66,Doctor,tempus ai,university of michigan,3
366,1.0,International Affairs,law,8.74,Doctor,proskauer rose llp,fordham university school of law,3
500,5.0,Law Practice,counsel,21.91,Doctor,new york international arbitration center,harvard law school,3
313,2.0,Law Practice,attorney,20.0,Doctor,law office of david e duhan,saint john s university school of law,3
500,6.0,Biotechnology Research,research scientist,44.59,Doctor,abbvie,boston university,3
459,4.0,Law Practice,law,14.34,Doctor,coinbase,harvard law school,3
500,4.0,Law Practice,law,10.5,Doctor,covington burling llp,stanford law school,3
500,5.0,Higher Education,professor,14.58,Doctor,new jersey institute of technology,university of illinois chicago,3
429,1.0,Hospital & Health Care,research technician,8.58,Doctor,boston children s hospital,icahn school of medicine at mount sinai,3
500,2.0,Biotechnology Research,research,16.16,Doctor,memorial sloan kettering cancer center,indian institute of science iisc,3
500,5.0,Medical Equipment Manufacturing,manufacturing engineer,32.17,Doctor,johnson johnson,rutgers the state university of new jersey new brunswick,3
413,5.0,Government Administration,laboratory,19.92,Doctor,tennessee department of health,creighton university,3
500,6.0,Management Consulting,strategic,60.17,Bachelor,summertech,cornell university,3
500,5.0,Venture Capital & Private Equity,attorney,18.0,Doctor,bessemer venture partners,fordham university school of law,3
500,4.0,Computer and Network Security,data scientist,8.25,Doctor,google,yale university,3
500,7.0,Higher Education,social,22.51,Doctor,rensselaer polytechnic institute,university of utah,3
500,5.0,Law Practice,law,9.83,Doctor,columbia university in the city of new york,seton hall university school of law,3
500,1.0,Spectator Sports,community,6.42,Doctor,creative artists agency,the george washington university law school,3
500,3.0,Research Services,teaching,18.0,Doctor,university of pittsburgh,the university of texas at austin,3
500,6.0,Legal Services,strategic,17.0,Doctor,the kogan law group p c,georgetown university law center,3
500,1.0,Architecture & Planning,designer,8.16,Doctor,yale university,yale univesity,3
500,2.0,Law Practice,law,14.0,Doctor,the bergen county courthouse,new york law school,3
500,5.0,Pharmaceuticals,marketing consultant,73.57,Bachelor,asymchem group,marist college,3
500,3.0,Renewable Energy Semiconductor Manufacturing,project engineer,9.0,Doctor,entech engineering pc,harvard extension school,3
500,5.0,Education Management,directors,5.42,Doctor,corbett education consulting llc,american university,3
391,5.0,Insurance,counsel,19.5,Doctor,acrisure,seton hall university school of law,3
500,5.0,Architecture & Planning,professor,37.91,Doctor,new york institute of technology,rmit university,3
500,4.0,Management Consulting,research,6.33,Doctor,trinity life sciences,yale university,3
500,1.0,Insurance,legal,13.9,Doctor,ironshore insurance,pace law school,3
500,6.0,Hospital & Health Care,doctor,63.66,Doctor,mount sinai health system,yale university,3
500,4.0,Legal Services,law,8.17,Doctor,weil gotshal manges llp,northwestern university pritzker school of law,3
500,2.0,Higher Education,research,19.17,Doctor,nyu grossman school of medicine,dept of biological applications technology faculty of health sciences university of ioannina,3
500,2.0,Research Services,professor,20.08,Doctor,the city university of new york,adam mickiewicz university in poznan poland,3
500,4.0,Research Services,data analytics,16.66,Doctor,chief,university of pittsburgh school of public health,3
500,5.0,Law Practice,attorney,11.17,Doctor,lendlease,new york law school,3
500,5.0,Marketing & Advertising,professor,10.83,Doctor,horizon media,university of delaware,3
500,6.0,Law Practice,counsel,24.67,Doctor,dolby laboratories,university of notre dame,3
500,7.0,Entertainment Providers,producer,65.09,Bachelor,sarah springborn inc,university of central florida,3
500,6.0,Hospital & Health Care,research scientist,22.4,Doctor,vio an ipg health company,city university of new york city college,3
500,3.0,Information Technology & Services,paramedic,45.91,Master,flock safety,harvard university,3
500,7.0,Law Practice,m a,27.41,Doctor,smith goffman partners llc,binghamton university,3
500,4.0,Biotechnology Research,scientist,19.5,Doctor,chan zuckerberg biohub network,albert einstein college of medicine,3
388,4.0,Law Practice,attorney,8.0,Doctor,freshfields bruckhaus deringer,cardozo school of law,3
500,4.0,Computer Software,data scientist,16.91,Doctor,yext,the city college of new york,3
475,4.0,Research,professor,22.41,Doctor,new york college of traditional chinese medicine,the university of texas medical school at houston,3
500,3.0,Computer Software,research,18.08,Doctor,meta,columbia university in the city of new york,3
500,2.0,Higher Education,teaching,39.76,Doctor,the petey greene program,walden university,3
500,3.0,Transportation/Trucking/Railroad,product marketing,11.67,Master,doordash,university of california berkeley,3
500,7.0,Wellness and Fitness Services,strategy business development,40.24,Doctor,immunovus inc,yale university,3
500,3.0,Hospital & Health Care,social,8.0,Doctor,columbia university vagelos college of physicians and surgeons,columbia university,3
464,2.0,Research Services,research scientist,16.33,Doctor,mars,university of louisville,3
438,1.0,Hospital & Health Care,teaching,11.84,Doctor,broad institute of mit and harvard,icahn school of medicine at mount sinai,3
500,4.0,Publishing,editor,42.75,Master,self employed,annenberg public policy center university of pennsylvania,3
500,3.0,Computer Software,research,14.5,Doctor,gryps,university of southern california,3
500,2.0,Law Practice,law,2.33,Doctor,simpson thacher bartlett llp,yale law school,3
500,5.0,Executive Office,strategic,33.67,Doctor,caltech center for technology and management education caltech ctme,columbia university,3
497,5.0,Law Practice,counsel,32.67,Doctor,adler stachenfeld llp,harvard law school,3
500,4.0,Financial Services,financial consultant,12.0,Doctor,青岛亲职帮教育科技有限公司,the wharton school,3
500,3.0,Biotechnology,research scientist,12.17,Doctor,bristol myers squibb,rutgers university,3
500,2.0,Hospital & Health Care,nursing,1.66,Doctor,nyu langone health,new york university,3
500,6.0,Computer Software,research engineer,26.66,Doctor,unitary foundation,boston university,3
500,7.0,Legal Services,attorney,39.84,Doctor,stork escrow,benjamin n cardozo school of law yeshiva university,3
500,4.0,Computer Software,research scientist,16.25,Doctor,stealth newco,universidade estadual de maringá,3
500,2.0,Medical Practices,teaching,8.33,Doctor,icahn school of medicine at mount sinai,the warren alpert medical school of brown university,3
417,5.0,Nanotechnology Research,research,19.0,Doctor,ningbo institute of materials technolgoy and engineering chinese academy of science,university of pittsburgh,3
500,6.0,Government Administration,structural engineer,72.14,Master,tecnológico de monterrey,massachusetts institute of technology,3
500,2.0,Hospital & Health Care,physician,17.66,Doctor,memorial sloan kettering cancer center,columbia university vagelos college of physicians and surgeons,3
500,3.0,Higher Education,research analyst,8.67,Doctor,comparemedsrx,icahn school of medicine at mount sinai,3
500,5.0,Hospitals and Health Care,professor,9.92,Doctor,new york university college of dentistry,nyu grossman school of medicine,3
413,1.0,Non-profit Organization Management,journalist,41.75,Doctor,association for laboratory phonology,bard college,3
500,5.0,Research,research scientist,18.17,Doctor,research diets inc,the ohio state university,3
500,1.0,"Health, Wellness & Fitness",education,56.5,Bachelor,www marciagrace com,stony brook university,3
500,1.0,Research Services,teaching,24.41,Doctor,soul sweat new haven,lewis katz school of medicine at temple university,3
500,1.0,Law Practice,law,12.66,Doctor,morgan lewis bockius llp,the wharton school,3
500,3.0,Legal Services,attorney,9.08,Doctor,morrison foerster,brooklyn law school,3
500,6.0,Law Practice,counsel,22.92,Doctor,latham watkins,cornell law school,3
500,1.0,"Leisure, Travel & Tourism",travel consultant,18.0,Doctor,melissa cohn dream vacations,new york law school,3
500,5.0,Biotechnology Research,scientist,17.99,Doctor,merck,texas a m university,3
500,5.0,Education Administration Programs,writer,93.39,Master,empwrd ai,mit professional education,3
444,2.0,Hospital & Health Care,clinical,6.25,Doctor,new york university school of medicine,nyu school of medicine,3
500,5.0,Information Technology & Services,user researcher,17.08,Doctor,jpmorgan chase co,university of arizona,3
500,6.0,Pharmaceutical Manufacturing,strategy consultant,12.66,Doctor,airbel impact lab at the irc,the wharton school,3
500,2.0,Investment Banking,professor,78.08,MBA,the chinese university of hong kong,yale school of management,3
401,6.0,Research,research scientist,34.73,Doctor,l oréal,the university of british columbia,3
500,4.0,Telecommunications,business development,91.91,Bachelor,usa strong,tel aviv university,3
500,3.0,Management Consulting,research,8.16,Doctor,boston consulting group bcg,carnegie mellon university,3
500,6.0,Investment Banking,investments,23.33,Doctor,lombard international us bermuda,university of miami school of law,3
475,5.0,Software Development,software design engineer,23.91,Doctor,none,massachusetts institute of technology,3
500,4.0,Biotechnology,research scientist,18.83,Doctor,columbia university irving medical center,drexel university college of medicine,3
500,2.0,Financial Services,equity research,11.83,Doctor,dfo management llc,harvard law school,3
500,2.0,Research,research scientist,15.91,Doctor,the jackson laboratory,yale university,3
500,6.0,Human Resources,labor relations,36.59,Doctor,vibrant emotional health,cardozo school of law,3
500,2.0,Oil & Energy,research analyst,29.0,Doctor,oxford institute for energy studies,wichita state university,3
433,1.0,Pharmaceutical Manufacturing,teaching,4.93,Doctor,weill cornell graduate school of medical sciences,icahn school of medicine at mount sinai,3
469,2.0,Biotechnology Research,research,13.9,Doctor,mckinsey company,the johns hopkins university,3
500,7.0,Marketing & Advertising,directors,19.0,Doctor,vet candy,tuskegee university,3
500,5.0,Law Practice,writer,28.33,Doctor,fisher college,touro university jacob d fuchsberg law center,3
500,2.0,Computer Software,research,5.25,Doctor,university of oxford,the johns hopkins university,3
500,3.0,International Affairs,law,9.07,Doctor,faspe fellowships at auschwitz for the study of professional ethics,university of michigan law school,3
500,3.0,Hospital & Health Care,physician,46.11,Doctor,icahn school of medicine at mount sinai,icahn school of medicine at mount sinai,3
500,3.0,Wireless Services,r d engineer,21.42,Doctor,qualcomm,uc san diego,3
500,2.0,Broadcast Media Production and Distribution,video editor,52.1,empty,nickelodeon,university of massachusetts at lowell,3
362,3.0,Research Services,teaching,23.17,Doctor,the mount sinai hospital,icahn school of medicine at mount sinai,3
500,2.0,Law Practice,counsel,30.91,Doctor,sullivan cromwell llp,harvard law school,3
500,5.0,Computer Software,innovation,38.49,Doctor,sparxiq,indian institute of science iisc,3
500,4.0,International Affairs,law,9.58,Doctor,king spalding,new york university school of law,3
500,6.0,Biotechnology,strategy business development,17.32,Doctor,35pharma,university of california berkeley,3
500,6.0,Information Technology & Services,tax,38.09,Doctor,ryan,university of oklahoma college of law,3
500,6.0,Law Practice,counsel,59.0,Doctor,vitkowsky law,cornell law school,3
500,3.0,Research Services,medical,23.75,Doctor,amgen,columbia university college of physicians and surgeons,3
469,3.0,Higher Education,teaching,20.07,Doctor,augusta university,derner school of psychology adelphi university,3
500,3.0,Law Practice,law,14.99,Doctor,arnold porter kaye scholer llp,university of pennsylvania law school,3
500,4.0,Biotechnology,scientist,11.33,Doctor,mount sinai health system,johannes kepler universität linz,3
500,6.0,Law Practice,attorney,26.75,Doctor,rivkin radler llp,touro university jacob d fuchsberg law center,3
500,4.0,Non-profit Organizations,ambassador,58.0,Doctor,organizing committee proposed new york episcopal credit union,columbia university,3
500,5.0,Law Practice,attorney,16.0,Doctor,dechert llp,the johns hopkins university,3
500,3.0,Financial Services,research,15.09,Doctor,jane street,harvard university,3
500,4.0,Law Practice,counsel,25.09,Doctor,edgewell personal care,trinity college hartford,3
500,5.0,Pharmaceutical Manufacturing,medical writer,15.41,Doctor,merck,rutgers university,3
500,6.0,Law Practice,counsel,13.92,Doctor,siri glimstad llp,brooklyn law school,3
500,7.0,Biotechnology,research engineer,10.0,Doctor,foli bio,columbia university in the city of new york,3
500,2.0,Research,research scientist,5.66,Doctor,memorial sloan kettering cancer center,bose institute,3
500,5.0,Chemical Manufacturing,research scientist,13.99,Doctor,bristol myers squibb,rutgers university new brunswick,3
500,1.0,Investment Management,professor,126.83,Bachelor,harvard university,hofstra university,3
377,3.0,Biotechnology Research,investigator,26.34,Doctor,cahill gordon reindel llp,fordham university school of law,3
500,6.0,Marketing & Advertising,communications consultant,48.42,Bachelor,schwartzman associates inc,san francisco state university,3
500,5.0,Research Services,research scientist,28.76,Doctor,regeneron,maison d education de la legion d honneur,3
500,4.0,Marketing & Advertising,medical writer,17.25,Doctor,klick,hbx harvard business school,3
500,3.0,Law Practice,teacher,16.59,Doctor,𝖧𝖭𝖡𝖠 𝖵𝖨𝖠 poder25,harvard law school,3
500,5.0,Software Development,research engineer,17.32,Doctor,ibm,rensselaer polytechnic institute,3
500,1.0,Research,research,5.83,Doctor,weill cornell graduate school of medical sciences,marist university,3
435,5.0,Research,professor,24.74,Doctor,lehman college school of natural and social sciences,universidad nacional de educación a distancia u n e d,3
500,1.0,Computer and Network Security,research technician,14.9,Doctor,mit lincoln laboratory,new york university,3
500,2.0,Law Practice,law,3.33,Doctor,manhattan district attorney s office,elisabeth haub school of law at pace university,3
500,1.0,E-learning,community relations,64.33,Doctor,association of spaniards aeci,official school of hypnosis eoh doctorate in clinical hypnotherapy,3
500,3.0,Research,research scientist,0.84,Doctor,allen institute,massachusetts institute of technology,3
500,1.0,Computer Software,makeup artist,2.25,MBA,thg,westcliff university,3
500,2.0,Medical Practice,physician,23.14,Doctor,bergen anesthesia group pc,vanderbilt university school of medicine,3
500,3.0,Law Practice,capital markets,9.75,Doctor,dla piper,syracuse university college of law,3
500,2.0,Public Policy,research,12.08,Doctor,center on global energy policy,the university of texas at austin the lbj school of public affairs,3
405,5.0,Hospital & Health Care,key holder,10.5,Doctor,fox trail senior living,capella university,3
500,4.0,Medical Practice,research scientist,12.0,Doctor,weill cornell medicine,montana state university bozeman,3
438,1.0,Research,substitute teacher,11.0,Doctor,the university of tennessee health science center,the university of tennessee health science center,3
500,5.0,Research,site,21.33,Doctor,american forests,stony brook university,3
500,5.0,Hospital & Health Care,research scientist,21.74,Doctor,epivax oncology inc perception neuroscience matrivax,utrecht university,3
500,4.0,Hospital & Health Care,medical science liaison,20.66,Doctor,bristol myers squibb,sorbonne université,3
500,4.0,Hospital & Health Care,medical affairs,17.92,Doctor,optum,university of delaware,3
500,1.0,Financial Services,student,1.66,Doctor,point72,columbia university in the city of new york,3
500,6.0,Management Consulting,strategist,67.33,Bachelor,extraordinary women on boards ewob,pomona college,3
500,5.0,Photography,directors,109.68,Doctor,cathedral of st john the divine,university of colorado school of medicine,3
500,3.0,Biotechnology,research,7.5,Doctor,memorial sloan kettering cancer center,university of nebraska medical center,3
429,5.0,Insurance,research engineer,11.58,Doctor,wtw,northwestern university,3
500,5.0,Law Practice,social,16.5,Doctor,nj transit,university of colorado law school,3
500,5.0,Hospital & Health Care,civil engineer,4.34,Doctor,stein plastic surgery,the johns hopkins university,3
500,2.0,Legal Services,doctor,7.16,Doctor,sullivan cromwell llp,columbia law school,3
500,1.0,Government Administration,law,15.32,Doctor,alaska state office of public advocacy criminal representation division,fordham university school of law,3
500,4.0,Education Management,professor,37.42,Doctor,nassau community college,hofstra university,3
500,1.0,Judiciary,law,7.25,Doctor,united states court of appeals for the second circuit,columbia law school,3
500,4.0,Pharmaceuticals,scientist,17.25,Doctor,merck co,university of pennsylvania,3
500,5.0,Law Practice,lawyer,13.32,Doctor,hero,quinnipiac university school of law,3
