numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
500,3.0,E-learning,business analyst,2.34,Master,kneoworld inc,bentley university,0
500,4.0,Graphic Design,designer,9.41,Master,oxman,harvard university graduate school of design,0
500,5.0,International Affairs,social,24.67,MBA,united nations,university of south carolina the moore school of business,0
500,5.0,Entertainment Providers,professor,51.32,MBA,financial times,columbia business school,0
446,2.0,Music,teacher,16.84,Master,young new yorkers chorus,belmont university,0
497,3.0,Industrial Machinery Manufacturing,software engineering,13.24,Master,siro,cornell university graduate school,0
500,3.0,"Technology, Information and Internet",software developer,19.25,empty,yahoo,chubb institute,0
500,3.0,Banking,compliance analyst,8.92,Master,td,queens college of the city university of new york,0
500,5.0,Online Media,content,22.09,Master,ey,university of king s college,0
500,5.0,Advertising Services,marketing project,10.91,MBA,capital one,massachusetts institute of technology sloan school of management,0
500,6.0,Hospital & Health Care,emergency medical technician,7.32,MBA,unitedhealth group,cornell university,0
500,2.0,Public Relations & Communications,host,1.76,Master,gaffney bennett pr,syracuse university martin j whitman school of management,0
500,1.0,Government Administration,promotions,19.74,MBA,nava health,university of bridgeport,0
500,4.0,Commercial Real Estate,real estate,21.58,MBA,newmark,university of new haven,0
500,5.0,Financial Services,investment,45.49,MBA,one creation corporation,cornell university,0
500,3.0,Non-profit Organization Management,event coordinator,27.92,Master,jumpstart,new york university,0
500,6.0,Financial Services,audit,20.75,empty,kpmg us,association of chartered certified accountants,0
500,4.0,International Affairs,journalist,8.93,Master,the resource foundation trf,columbia university,0
500,6.0,Real Estate,project development,10.66,Master,drucker munoz architecture,columbia university,0
440,4.0,Human Resources,data analytics,13.33,Master,pwc,saint joseph s university,0
387,1.0,Publishing,editor,12.48,Master,qobuz,university of virginia,0
500,5.0,Environmental Services,professor,34.67,Master,the city university of new york,georgia regents university,0
500,5.0,Civic and Social Organizations,public relations,18.24,Master,clinton foundation,university of southern california,0
500,5.0,IT Services and IT Consulting,software engineering,15.58,High School,goldbelly,universidad nacional del sur,0
500,7.0,Education Administration Programs,education,22.67,Master,mission 44,harvard graduate school of education,0
500,6.0,Banking,capital markets,10.34,MBA,ey,harvard university,0
500,2.0,Design,ux ui designer,6.33,Master,intuit mailchimp,nyu tandon school of engineering,0
500,1.0,Museums & Institutions,writer,5.06,Master,the museum of modern art,pratt institute,0
500,2.0,Government Administration,equity research,2.0,Master,state administration of foreign exchange,columbia university in the city of new york,0
500,4.0,Marketing & Advertising,creative,8.99,Master,l oréal,fashion institute of technology,0
500,6.0,Architecture and Planning,construction project,36.59,Master,new york city police department,new york university polytechnic school of engineering,0
431,1.0,Broadcast Media,content creator,7.17,Master,wwe,columbia university graduate school of journalism,0
400,2.0,Government Administration,social,13.66,Master,center for science in the public interest,columbia university mailman school of public health,0
500,6.0,Photography,art,5.33,Master,queenie cao jewelry,school of visual arts,0
500,5.0,Marketing & Advertising,strategist,9.41,Master,21grams,university of alabama at birmingham,0
500,7.0,Information Technology & Services,technology officer,17.76,Master,aterian nasdaq ater,bar ilan university,0
500,4.0,Hospital & Health Care,call center representative,24.83,Master,magnacare,stony brook southampton,0
500,3.0,Medical Practices,physician,12.5,empty,atlantic health system,icahn school of medicine at mount sinai,0
500,2.0,Financial Services,business intelligence analyst,2.66,Master,fordham gabelli school of business,fordham gabelli school of business,0
500,5.0,Government Administration,project finance,10.33,Master,mace,the city college of new york,0
500,3.0,Computer Software,artist,4.0,Master,freelance skema business school polimi graduate school of management,polimi graduate school of management,0
426,3.0,Non-Profit Organization Management,teaching,19.58,Master,citizens campaign for the environment,yale school of the environment,0
500,5.0,Professional Training & Coaching,coach,21.5,High School,super soccer stars,south trafford college,0
500,2.0,Banking,economist,4.83,MBA,barclays investment bank,the tuck school of business at dartmouth,0
500,6.0,Financial Services,investment banking analyst,8.25,MBA,stealth,harvard business school,0
500,6.0,Computer Software,financial analyst,18.0,MBA,kyndryl,quinnipiac university,0
500,6.0,Architecture & Planning,directors,7.33,Master,hill and valley properties llc,parsons school of design the new school,0
500,4.0,IT Services and IT Consulting,strategy consultant,8.51,MBA,mckinsey company,columbia business school,0
500,7.0,Computer Software,reservoir engineer,11.91,Master,nesh,the university of texas at austin,0
457,1.0,Primary/Secondary Education,teacher,21.81,Master,wagner prep,indiana university bloomington,0
500,5.0,Professional Training & Coaching,strategist,15.33,MBA,bellwether with jim frawley,columbia university columbia business school,0
500,5.0,Banking,portfolio,19.41,empty,anz,university of technology sydney,0
500,4.0,E-learning,research development engineer,8.67,empty,360learning,ecole centrale paris,0
500,6.0,Insurance,negotiator,27.0,MBA,chubb formerly ace group,fachhochschule kiel,0
500,6.0,Financial Services,capital markets,13.16,MBA,guggenheim partners,boston college carroll school of management,0
464,3.0,Civil Engineering,engineer,3.92,Master,thornton tomasetti,rensselaer polytechnic institute,0
500,1.0,Writing and Editing,writer,23.91,Master,freelance,new school for social research,0
346,3.0,Information Technology & Services,software programmer,4.75,Master,dell technologies,pace university seidenberg school of computer science and information systems,0
500,3.0,Banking,investment banking analyst,4.42,Master,apollo global management inc,università bocconi,0
500,1.0,Advertising Services,content,7.33,Master,freelance writer,the new school,0
500,3.0,Media Production,producer,19.74,empty,stephen david entertainment,montana state university bozeman,0
500,5.0,Legal Services,law,7.5,empty,sbi the growth advisory,seton hall university school of law,0
500,2.0,Religious Institutions,admissions,17.4,Master,congregation rodeph sholom,baruch college,0
500,3.0,Marketing & Advertising,account,10.25,empty,vistar media,university of florida,0
500,6.0,Venture Capital & Private Equity,strategic,12.42,MBA,anywhere real estate inc,yale school of management,0
500,3.0,Computer Software,video editor,17.65,Master,warner bros discovery,university of washington,0
500,5.0,Sports,social media,16.43,empty,national basketball association nba,marquette university,0
500,3.0,Information Technology & Services,computer technician,20.57,empty,livcor a blackstone company,technical career institute,0
500,5.0,Investment Banking,researcher,32.58,MBA,fidelity investments,st john s university,0
500,7.0,Insurance,financial officer,37.17,MBA,aon,the wharton school,0
500,1.0,Marketing & Advertising,education,23.0,Master,guttenberg school district,the college of new jersey,0
383,2.0,Writing and Editing,writer,11.58,Master,self employed,queens college,0
500,4.0,Financial Services,business sales,25.25,empty,extensishr,bloomfield high school,0
500,6.0,Financial Services,capital markets,30.5,MBA,boston consulting group bcg,melbourne business school,0
500,2.0,Newspaper Publishing,editor,18.91,Master,cbs news,syracuse university,0
500,6.0,Financial Services,directors,45.34,MBA,cmr institute customizable life sciences training virginia u s a,columbia business school,0
500,1.0,Religious Institutions,social worker,5.66,Master,nissan borr lmft llc,rabbinical seminary of america,0
500,5.0,Media Production,editor,6.01,Master,marquette wire,columbia university,0
500,5.0,Real Estate,development,1.92,Master,equinox,the university of connecticut school of business,0
417,1.0,Civic & Social Organization,social,6.82,Master,the new york foundling,fordham graduate school of social service,0
500,4.0,IT Services and IT Consulting,business intelligence consultant,8.75,Master,ey,university at buffalo school of management the state university of new york,0
500,2.0,Law Practice,law,12.49,empty,36 stone chambers commercial barristers set london and singapore,harvard law school,0
500,4.0,Hospitality,chef,2.0,empty,barbuto restaurant,university of mississippi,0
500,3.0,Hospital & Health Care,social,9.16,Master,weill cornell medicine,new york university,0
500,3.0,Government Administration,campaign,5.92,Master,apple fundraising consultants,the london school of economics and political science lse,0
500,3.0,Law Practice,law,15.33,Master,paul weiss rifkind wharton garrison llp,duke university school of law,0
500,6.0,Hospitality,food beverage,22.58,Master,sage hospitality group,new york university,0
446,5.0,Public Policy Offices,social,16.82,Master,manatt phelps phillips llp,the george washington university milken institute school of public health,0
500,7.0,Information Technology & Services,software architect,22.5,MBA,finsi,quantic school of business and technology,0
500,5.0,Advertising Services,editor,15.5,empty,gainor staffing,the new school,0
500,6.0,Financial Services,mergers acquisitions,30.33,Master,accenture,drexel university,0
489,3.0,Pharmaceuticals,treasury,18.42,MBA,novartis,university of michigan stephen m ross school of business,0
500,6.0,Photography,public relations,7.0,Master,world jewish congress,fairleigh dickinson university,0
500,4.0,Marketing & Advertising,promotions,8.76,empty,culthealth an indegene company,ithaca college,0
500,5.0,Investment Banking,equity,11.34,MBA,axis axis capital,nyu stern school of business,0
500,2.0,Information Technology & Services,software developer,4.83,Master,adp,binghamton university,0
451,3.0,Broadcast Media Production and Distribution,producer,16.83,Master,abc news,columbia university graduate school of journalism,0
500,3.0,Information Technology & Services,strategic marketing,19.01,MBA,google,columbia business school,0
500,4.0,Investment Banking,investment,20.99,MBA,aevolve technologies,rutgers graduate business school,0
341,6.0,Pharmaceuticals,marketing representative,32.08,MBA,d e arberg investments,iona college,0
384,1.0,Higher Education,support,14.98,Master,ramapo for children,columbia university,0
500,2.0,Banking,researcher,11.75,Master,essec business school,the fletcher school at tufts university,0
500,3.0,Investment Management,portfolio analyst,16.0,Master,s p global,northeastern university,0
500,5.0,Education Administration Programs,teacher,28.33,Master,touro university,relay graduate school of education,0
453,5.0,Media Production,communications coordinator,21.0,empty,blue butterfly collaborative,iona college,0
451,3.0,Insurance,insurance agent,28.92,empty,generazio associates inc,livingston high school,0
500,1.0,Performing Arts,artist,29.83,Master,new york university abu dhabi,the city college of new york,0
500,7.0,Advertising Services,marketing communications,19.93,MBA,itrek,nyu stern school of business,0
500,7.0,Religious Institutions,reporter,32.82,Master,interfaith alliance,union theological seminary,0
500,6.0,Business Consulting and Services,strategic,14.83,MBA,the neurodivergent parent collective,university of michigan stephen m ross school of business,0
500,2.0,"Health, Wellness & Fitness",nanny,9.16,Master,university hospitals,simmons university,0
500,6.0,Market Research,analytics,19.41,Master,logic and zeal,baruch college,0
500,7.0,Information Technology & Services,strategy business development,32.92,MBA,jupiter intelligence,the wharton school,0
500,6.0,Business Consulting and Services,strategic,23.34,MBA,kaufman hall,indian institute of management ahmedabad,0
500,4.0,Food Production,substitute teacher,6.84,Master,j j snack foods corp,rutgers university new brunswick,0
500,7.0,Real Estate,business developer,9.75,MBA,the everset,zicklin school of business,0
500,3.0,Higher Education,writer,6.66,empty,penguin random house,harvard university,0
500,6.0,Education Administration Programs,innovation,29.17,Master,amazon,university of cambridge teaching house,0
500,7.0,Internet,software engineering,8.17,MBA,thoropass,harvard business school,0
500,4.0,Investment Banking,equity,9.07,MBA,jefferies,indiana university bloomington,0
500,4.0,Financial Services,quantitative analyst,6.34,empty,goldman sachs,princeton university,0
384,4.0,Environmental Services,directors,0.92,Master,booz allen hamilton,syracuse university maxwell school,0
500,3.0,Information Technology & Services,spring,21.49,Master,amazon,franklin marshall college,0
500,5.0,Professional Training & Coaching,professor,7.91,Master,new york university,nyu stern school of business,0
500,6.0,Leasing Non-residential Real Estate,public relations,22.09,Master,lument,columbia university graduate school of journalism,0
500,5.0,IT Services and IT Consulting,software architect,19.75,Master,dnb,university of technology sydney,0
500,2.0,Information Technology & Services,system analyst,18.08,MBA,otsuka pharmaceutical companies u s,rider university,0
500,7.0,Financial Services,marketing business development,22.67,MBA,citizens,rice business,0
347,4.0,Information Services,professor,41.5,Master,cuny new york city college of technology,the graduate center city university of new york,0
500,2.0,Computer Software,creative,20.58,Master,designlab,parsons school of design the new school,0
500,5.0,Food & Beverages,key account sales,23.59,MBA,nestlé,long island university,0
500,2.0,Software Development,software engineer,5.41,Master,meta,the university of texas at austin,0
500,5.0,Retail Art Supplies,artist,31.0,Master,sepiaeye,new york university,0
500,3.0,Government Administration,ambassador,6.17,Master,the permanent observer mission of the african union to the united nations,university of chester,0
500,2.0,Performing Arts,producer,22.58,empty,deadly deslusions movie for lifetime,anthony abeson nyc,0
500,6.0,Real Estate,capital markets,8.74,empty,em investment partners emip,columbia university,0
500,2.0,Museums & Institutions,teaching,11.41,Master,christie s,new york university,0
398,3.0,Human Resources,compensation,26.67,MBA,freelance,pace university lubin school of business,0
500,1.0,Design Services,creative,30.25,empty,the sweet shop nyc,fashion institute of technology,0
480,4.0,Government Administration,professor,35.66,MBA,yale school of architecture,new york university,0
500,1.0,"Health, Wellness & Fitness",teacher,34.14,Master,kensington wellness,teachers college columbia university,0
500,4.0,Financial Services,leasing consultant,5.25,Master,con edison,cornell university,0
500,5.0,IT Services and IT Consulting,strategist,10.51,Master,gaingels,columbia university,0
500,4.0,Computer Software,writer,13.09,Master,self employed,google creative campus,0
500,4.0,Management Consulting,consulting,4.92,MBA,kepler cannon,columbia business school,0
500,2.0,Venture Capital & Private Equity,spring,6.17,MBA,unigestion,columbia business school,0
500,5.0,Pharmaceutical Manufacturing,market access,17.01,empty,sandoz,indian institute of management calcutta,0
500,5.0,Retail Luxury Goods and Jewelry,design consultant,10.09,MBA,almar sales,art institute of phoenix,0
500,5.0,Music,producer,9.0,Master,reliance brands limited,boston university college of communication,0
500,3.0,Financial Services,portfolio analyst,9.0,Master,clear street,carnegie mellon university,0
500,5.0,Financial Services,non,27.16,MBA,ey,fordham gabelli school of business,0
500,5.0,Medical Device,sales representative,31.67,empty,urolift system by teleflex interventional urology,dutchess community college,0
396,4.0,Writing & Editing,editor,18.59,Master,penguin random house,san francisco state university,0
500,5.0,Retail Apparel and Fashion,visual merchandising,21.08,empty,saint laurent,esmod international,0
500,5.0,Environmental Services,public affairs,15.74,Master,grassroots global justice,yale school of the environment,0
500,6.0,Logistics & Supply Chain,supply,13.33,empty,senator construction group inc,fashion institute of technology,0
500,2.0,Computer Software,public relations,13.58,Master,cnn,rhode island school of design,0
500,2.0,Electrical & Electronic Manufacturing,technical sales representative,13.17,empty,franklin electric,watertown high school,0
500,6.0,Financial Services,admissions,14.07,MBA,morgan stanley,quinnipiac university,0
500,2.0,Mental Health Care,project coordinator,9.0,Master,sk p brand,mspp,0
500,3.0,Software Development,machine engineer,11.75,Master,anthropic,ucl,0
500,5.0,Education Administration Programs,counselor,26.75,MBA,guild hall,harvard university,0
500,5.0,Hospitality,resident,31.25,Associate,flik hospitality group,westchester community college,0
500,2.0,Aviation and Aerospace Component Manufacturing,hardware engineer,20.0,empty,telephonics,hofstra university,0
500,3.0,Professional Training & Coaching,business development consultant,15.16,empty,a f financial,briarcliff college,0
500,2.0,Telecommunications,software engineer,14.33,Master,crown castle,university of alabama in huntsville,0
500,6.0,Entertainment,producer,19.57,Master,taking over,université sorbonne nouvelle,0
435,1.0,Defense & Space,research engineer,5.42,Master,the aerospace corporation,university of michigan,0
500,5.0,Pharmaceuticals,human resources business,15.57,Master,daiichi sankyo inc,rutgers university,0
500,5.0,Financial Services,compliance officer,10.43,Master,francisco partners,cornell university,0
500,3.0,Broadcast Media,promotions,6.49,empty,fox news media,the college of new jersey,0
500,3.0,Investment Banking,investment banking analyst,8.01,empty,goldman sachs,university of wisconsin madison,0
500,6.0,Insurance,financial officer,30.58,MBA,global atlantic financial group,cornell johnson graduate school of management,0
500,3.0,Civil Engineering,electrical engineering,5.91,MBA,gft,stony brook university,0
500,3.0,Market Research,research,10.41,Master,ferring pharmaceuticals,north carolina state university,0
500,5.0,IT Services and IT Consulting,software architect,18.17,Master,point72,stony brook university,0
500,6.0,Marketing & Advertising,copywriter,15.01,Master,edelman,columbia university in the city of new york,0
500,5.0,Banking,investments,15.58,empty,bayerische landesbank,berufsakademie muenchen,0
500,7.0,Financial Services,small business,24.17,Master,affluent group,mercy college,0
500,1.0,Writing and Editing,editor,18.34,Master,delish,new york university,0
500,6.0,Media Production,content creator,9.24,empty,good kind media llc,university of southern california,0
500,1.0,Higher Education,teaching,6.16,Master,adapt community network,teachers college columbia university,0
500,6.0,Financial Services,investor relations,8.83,Master,ubs,university of michigan stephen m ross school of business,0
500,3.0,Writing and Editing,study,8.25,Master,north jersey transportation planning authority,rutgers university edward j bloustein school of planning and public policy,0
488,1.0,Higher Education,counselor,14.41,empty,seeds of peace,tufts university,0
500,2.0,Law Practice,teaching,7.41,Master,landesa,nyu tisch school of the arts,0
500,6.0,Insurance,attorney,5.0,Master,vistage worldwide inc,manhattan university,0
500,4.0,Advertising Services,social media,15.51,Master,the national society of leadership and success nsls,wilkes university,0
500,5.0,Computer Software,products,8.83,Master,instagram,georgia institute of technology,0
500,5.0,Financial Services,capital markets,1.5,MBA,bny,university of california davis graduate school of management,0
500,5.0,Software Development,software engineering,15.5,Master,unqork,university of southern california,0
500,6.0,Research,strategy consultant,22.41,Master,the ostrom project,massachusetts institute of technology,0
500,1.0,Food & Beverages,events,9.5,empty,canard inc,concordia university chicago,0
500,7.0,Financial Services,directors,10.68,Master,amé fashion international enterprises ltd,harvard business school,0
437,3.0,Hospitals and Health Care,scientific,16.83,Master,merck,university of rochester,0
500,2.0,Hospitals and Health Care,realtor,22.59,empty,a place for mom,nassau community college,0
500,3.0,Financial Services,research analyst,5.33,Master,canaccord genuity global capital markets,villanova university,0
500,4.0,Construction,capital markets,12.0,MBA,rostan solutions llc,the university of chicago booth school of business,0
500,3.0,Computer Software,software engineering,11.0,Master,neo4j,university of california berkeley,0
500,4.0,Manufacturing,market,21.42,empty,scn hospitality patron saint branca midtown velvet belly bitter honey the revelry ziggy s,york college of pennsylvania,0
500,3.0,Law Enforcement,counselor,16.75,High School,manhattan district attorney s office,barnard college,0
500,5.0,Real Estate,investments,20.25,MBA,stacksource,hofstra university,0
500,2.0,Marketing & Advertising,data scientist,16.49,Master,manning publications co,fordham gabelli school of business,0
500,3.0,Online Media,journalist,23.25,Master,self employed,temple university,0
500,4.0,Investment Management,technology architect,16.34,empty,cms compliance group inc,carnegie mellon university,0
500,6.0,Banking,research analyst,30.92,Doctor,barclays corporate investment bank,princeton university,0
500,4.0,Higher Education,communications coordinator,28.16,Master,citizen schools,university of maryland global campus,0
500,4.0,Higher Education,professor,23.24,Master,columbia school of social work,emory university,0
500,5.0,Sports,promotions,22.75,Master,new york football giants,west virginia university,0
500,5.0,Banking,lawyer,17.33,empty,crédit agricole cib,cornell university,0
500,3.0,Banking,hostess,6.58,MBA,authority magazine,strayer university,0
500,6.0,Investment Management,capital markets,31.0,MBA,https www unified software ai com solutions,massachusetts institute of technology,0
500,2.0,Fine Art,teaching,7.67,Master,cornell university,cornell university,0
500,3.0,Insurance,financial planner,23.09,MBA,life insurance,nys prometric,0
500,5.0,Business Consulting and Services,investment,12.26,Master,danske bank large corporates institutions,cfa institute,0
500,7.0,Accounting,financial officer,26.5,MBA,ey,saint peter s university,0
500,5.0,Design,content creator,36.66,MBA,art basel,school of visual arts,0
367,2.0,Veterinary Services,research scientist,5.32,Master,regeneron,university of illinois at urbana champaign,0
500,4.0,Telecommunications,network analyst,16.5,empty,wells fargo,fordham university,0
497,3.0,Software Development,database engineer,24.99,empty,smbc group,bms consulting,0
500,1.0,Public Relations & Communications,social media,22.15,Master,victoria s secret co,university of florida,0
500,1.0,Higher Education,teacher,3.58,Master,international rescue committee,columbia university,0
500,3.0,Broadcast Media Production and Distribution,producer,24.0,Master,cnn,east carolina university,0
371,3.0,Information Technology & Services,officer,7.26,Master,bonfire ads pvt ltd,bentley university,0
463,3.0,Hospital & Health Care,clinical,7.42,empty,newyork presbyterian hospital,stony brook university,0
500,2.0,Architecture & Planning,architect,4.08,Master,hlw,columbia university graduate school of architecture planning preservation,0
500,1.0,Accounting,tax preparer,4.25,Master,hps investment partners llc,penn state university,0
500,5.0,Venture Capital and Private Equity Principals,equity,17.26,empty,shad canada,harvard university,0
500,1.0,Professional Training & Coaching,counselor,3.25,Master,wibn national,montclair state university,0
500,6.0,Management Consulting,strategic,8.33,Master,traxion group inc,gies college of business university of illinois urbana champaign,0
445,4.0,Chemical Manufacturing,production engineering,18.42,Master,iff,southern methodist university,0
500,2.0,"Movies, Videos and Sound",artist,33.05,Master,international studio curatorial program iscp,virginia tech,0
500,5.0,Pharmaceutical Manufacturing,clinical project,30.41,Master,eclinical solutions,university of california berkeley,0
500,5.0,IT Services and IT Consulting,systems architect,21.0,Master,party city,bond university,0
500,1.0,Financial Services,client service representative,2.67,Master,moody s analytics,stevens institute of technology,0
500,7.0,Marketing & Advertising,strategist,24.16,Master,mccann worldgroup,vassar college,0
500,5.0,Online Audio and Video Media,strategist,20.67,MBA,svci silicon valley ciso investments,western governors university,0
421,5.0,Construction,architect,34.59,empty,vva project cost managers,smith college,0
490,3.0,IT Services and IT Consulting,it support technician,23.58,empty,ørsted,cittone institute,0
500,7.0,Computer Software,distributor,22.66,MBA,decoupling co,mit sloan school of management,0
500,5.0,IT Services and IT Consulting,solutions architect,21.66,Master,netapp,university of mumbai,0
376,5.0,Higher Education,teacher,9.51,Master,sacred heart university,sacred heart university,0
500,4.0,Computer Software,software engineering,16.17,Master,modal labs,stanford university,0
500,2.0,Financial Services,quantitative analyst,5.82,Master,citi,new york university,0
484,2.0,Mental Health Care,social worker,11.92,Master,the quad preparatory school,new york university,0
500,6.0,Management Consulting,professor,11.67,Master,wellspring consulting,yale divinity school,0
500,5.0,Marketing & Advertising,social media,17.08,Master,launchgood,georgetown university,0
500,1.0,Insurance,business development consultant,5.66,MBA,the weather channel,montclair state university,0
500,3.0,Information Technology & Services,data engineer,6.25,Master,bulkmagic,clarkson university,0
400,1.0,Financial Services,reporting,0.17,Master,lucion chicheng venture capital investment management ltd,fordham gabelli school of business,0
500,2.0,Financial Services,capital markets,21.17,MBA,bank of america merrill lynch,rutgers university,0
500,5.0,IT Services and IT Consulting,consultant project,19.0,MBA,lf decentralized trust,indian institute of management ahmedabad,0
500,5.0,Human Resources Services,human resources business,16.0,Master,buzzfeed,buffalo state university,0
500,2.0,Law Enforcement,security,26.0,empty,hoboken police department,bergen county law and public safety institute,0
500,6.0,Online Audio and Video Media,mergers acquisitions,16.5,MBA,deloitte,new york university,0
500,5.0,Information Technology & Services,business strategy,8.25,MBA,exl,university of virginia darden school of business,0
500,2.0,Hospitality,data scientist,4.91,Master,mckinsey company,purdue university,0
500,4.0,Financial Services,investment,10.91,MBA,axumis,hofstra university,0
500,5.0,Financial Services,data analytics,32.33,MBA,sutherland,duke university the fuqua school of business,0
500,1.0,Real Estate,real estate broker,25.17,empty,exp realty,360 training,0
483,1.0,Mental Health Care,research,8.15,Master,columbia university department of psychiatry and new york state psychiatric institute,teachers college columbia university,0
373,2.0,International Affairs,affairs,1.5,Master,u s department of state,columbia university,0
458,6.0,Financial Services,capital markets,8.17,MBA,bluerock,northeastern university,0
500,2.0,Computer Software,research,5.24,Master,two sigma,uc santa barbara,0
361,2.0,Writing and Editing,substitute teacher,11.5,Master,merrick academy queens public charter school,suny oneonta,0
500,5.0,E-Learning Providers,sales business development,32.84,empty,greenwich tent company,southern connecticut state university,0
500,4.0,Financial Services,business strategy,15.83,MBA,meta,cornell johnson graduate school of management,0
500,6.0,Marketing & Advertising,brand marketing,19.0,empty,publicis production,colorado state university,0
500,4.0,Financial Services,business data analyst,6.67,Master,etoro,baruch college,0
500,5.0,Investment Banking,portfolio,17.16,MBA,centre lane partners llc,college of the holy cross,0
500,6.0,Media Production,producer,14.17,MBA,medrina,cornell johnson graduate school of management,0
500,6.0,"Museums, Historical Sites, and Zoos",directors,15.83,Master,society of winterthur fellows,university of delaware,0
381,1.0,Broadcast Media,journalist,16.66,Master,globo,new york university,0
392,3.0,Marketing & Advertising,financial analyst,16.42,MBA,omnicom,suny empire state college,0
446,3.0,Investment Management,investments,5.0,MBA,family office,columbia business school,0
500,6.0,Real Estate,mergers acquisitions,16.5,MBA,global holdings management group,the wharton school,0
500,5.0,Manufacturing,brand marketing,19.58,MBA,girl scouts of the usa,northwestern university kellogg school of management,0
500,3.0,Investment Management,software engineer,3.75,Master,agam capital,syracuse university,0
500,5.0,Banking,economist,10.58,MBA,strategy,yale school of management,0
500,7.0,Investment Banking,business developer,9.67,empty,dcc capital,mines paris psl,0
376,1.0,Higher Education,teacher,3.5,Master,naaleh high school for girls,bernard revel graduate school of jewish studies,0
500,5.0,Financial Services,capital markets,15.83,Master,hilltop securities inc,georgetown university,0
500,6.0,Accounting,tax accountant,21.92,empty,crosscountry consulting,fairleigh dickinson university,0
500,6.0,Information Technology & Services,software architect,12.51,empty,galans group consulting llc,mays business school texas a m university,0
500,3.0,Government Relations,coordinator,22.59,Master,undp,universidad de los andes,0
500,6.0,Advertising Services,creative,18.83,empty,droga5,salem state university,0
500,5.0,Management Consulting,research analyst,18.06,MBA,deloitte,general assembly,0
500,5.0,Professional Training and Coaching,ambassador,41.08,empty,transform your performance,fremdspracheninstitut der landeshauptstadt münchen,0
500,3.0,Public Relations and Communications,host,20.16,Master,gregory fca,columbia university graduate school of journalism,0
500,5.0,Research Services,strategy consultant,4.17,MBA,bain company,ivey business school at western university,0
500,5.0,Industrial Machinery Manufacturing,mechanical engineering,20.24,Master,linkedin,texas mccombs school of business,0
500,5.0,Design Services,creative,22.33,Master,ibm,missouri state university,0
500,5.0,Fine Art,content creator,8.58,Master,fl fine art llc,tulane university law school,0
500,6.0,Accounting,equity,4.76,empty,ees lighting llc,yeshiva university,0
500,6.0,Information Technology & Services,development,9.08,Master,fabritech software private limited,technical university of munich,0
500,4.0,Financial Services,marketing communications,4.49,empty,alpha agency formerly white marble consulting,rutgers university school of communication and information,0
500,2.0,Financial Services,investment analyst,1.24,Master,bnp paribas asset management,georgia institute of technology,0
363,4.0,Accounting,treasurer,6.74,MBA,accenture,molloy university,0
500,5.0,Advertising Services,creative,16.58,empty,ogilvy,miami dade college,0
500,6.0,IT Services and IT Consulting,user designer,9.84,MBA,rbc,symbiosis centre for management and human resource development,0
427,1.0,Education Management,teaching,10.83,Master,nyu center for the study of antisemitism,harvard graduate school of education,0
500,3.0,Business Consulting and Services,data analyst,9.82,Master,barclays,stevens institute of technology,0
500,3.0,Design Services,graphic designer,30.58,Master,bisnode sverige ab,mit xpro virtual reality and augmented reality,0
500,1.0,Banking,bank teller,15.34,empty,td,borough of manhattan community college,0
500,5.0,Broadcast Media Production and Distribution,writer,15.92,Master,local contexts,new york university,0
500,5.0,Higher Education,teaching,12.5,Master,eagleton institute of politics,rutgers school of graduate studies,0
500,2.0,Insurance,law,10.58,Master,seiden law,trinity college hartford,0
376,2.0,Primary/Secondary Education,teacher,17.34,Master,greenwich country day school,state university of new york college at buffalo,0
500,3.0,Financial Services,equity analyst,8.5,MBA,momentus securities,university of sussex,0
500,5.0,Public Relations and Communications Services,consumer marketing,12.25,Master,bcw global,syracuse university,0
350,1.0,Higher Education,social worker,8.99,Master,university settlement society of new york,george mason university college of health and human services,0
500,4.0,IT Services and IT Consulting,directors,17.67,MBA,ypo,mit sloan school of management,0
500,1.0,Financial Services,professor,11.0,Master,columbia university school of professional studies,florida international university college of business,0
500,5.0,Biotechnology Research,professor,16.58,empty,howard university,carnegie mellon university,0
429,2.0,Accounting,tax,7.5,empty,ey,queens college,0
500,4.0,Software Development,systems architect,9.91,MBA,mio partners inc,questrom school of business boston university,0
500,4.0,Banking,web developer,26.02,empty,commonwealth financial network,monmouth university,0
500,5.0,Venture Capital and Private Equity Principals,strategist,12.0,empty,sparkwise,princeton university,0
463,5.0,Software Development,development engineer,9.83,Master,the estée lauder companies inc,drexel university,0
500,2.0,Research,substitute teacher,24.07,empty,nyu langone health,st john s university,0
500,5.0,Marketing & Advertising,marketing communications,12.67,Master,linusbio,tel aviv university,0
500,3.0,Financial Services,affairs,9.66,Master,united nations secretary general s special advocate for financial health,columbia sipa,0
500,4.0,Financial Services,programmer analyst,23.5,empty,mightytech network,nyu scps,0
500,3.0,Marketing & Advertising,marketing consultant,26.33,MBA,jlh strategic advisors,william mary,0
376,1.0,Education Management,substitute teacher,3.41,Master,nyc department of education,stony brook university,0
500,2.0,Apparel & Fashion,design,4.33,Master,heike ny,fashion institute of technology,0
500,3.0,Non-profit Organizations,financial analyst,9.25,MBA,marsh mclennan,carnegie mellon university tepper school of business,0
500,3.0,Financial Services,equity research analyst,5.83,MBA,bank of america,the hong kong university of science and technology,0
500,3.0,Investment Management,capital markets,15.33,MBA,citi,the university of chicago booth school of business,0
