numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
500,2.0,Events Services,host,7.57,Bachelor,don t tell comedy,syracuse university maxwell school,1
500,4.0,Information Technology & Services,stack engineer,6.99,MBA,freelance,anadolu university,0
500,4.0,Computer Software,strategist,10.57,Bachelor,horizon media,fullstack academy,1
320,1.0,Hospital & Health Care,medical,8.59,empty,private dermatology practice dr harold mermelstein md,university of mount saint vincent,2
500,5.0,Retail Apparel and Fashion,equity,42.58,Master,midcap financial,universidad pontificia de salamanca,0
166,5.0,Hospital & Health Care,research scientist,16.25,Master,memorial sloan kettering cancer center,vanderbilt university,2
370,1.0,Financial Services,research,3.33,Bachelor,five rings,columbia university in the city of new york,1
500,5.0,Retail,actor,41.07,Doctor,starbucks,american university,3
500,3.0,Law Practice,law,8.08,Doctor,quinn emanuel,columbia law school,3
383,1.0,Education Administration Programs,writer,2.0,Master,nyu wasserman center for career development,new york university,0
500,5.0,Professional Training & Coaching,actor,4.08,Bachelor,kairacenter,international open university,3
294,6.0,Investment Management,investment consultant,7.92,Bachelor,hightower advisors,alfred lerner college of business economics at university of delaware,2
156,1.0,Performing Arts,host,8.91,Master,mj the musical,new york university,2
500,1.0,Advertising Services,creative,46.75,Bachelor,arc worldwide,the creative circus,1
472,1.0,Motion Pictures & Film,video editor,14.67,Bachelor,hbo,hofstra university,1
395,5.0,Medical Practices,investigator,5.0,empty,utr therapeutics inc,columbia university in the city of new york,0
212,2.0,Marketing & Advertising,social media,3.92,Bachelor,gooey on the inside,cria,2
348,6.0,Insurance,underwriting,9.59,Bachelor,coverys,binghamton university,2
500,6.0,Hospitals and Health Care,social,24.25,Master,anthem blue cross and blue shield,the george washington university,0
299,5.0,Biotechnology Research,professor,15.66,Doctor,rutgers new jersey medical school,johns hopkins bloomberg school of public health,2
500,6.0,Marketing & Advertising,digital marketing,10.67,Bachelor,kinesso,northeastern university,1
246,3.0,Research,teaching,5.83,Master,oxford centre for the creative brain,university of oxford,2
500,1.0,Apparel & Fashion,social media marketing,8.59,Bachelor,hwp insurance,florida international university,1
500,4.0,"Technology, Information and Internet",social media,6.5,Bachelor,optimizely,san francisco state university,1
500,2.0,Luxury Goods & Jewelry,marketing representative,4.75,Bachelor,chloé,parsons school of design the new school,1
500,2.0,Financial Services,investment banking analyst,5.0,MBA,ubs,columbia business school,0
500,5.0,Marketing & Advertising,creative,26.66,Bachelor,dream job studios,the art institutes,1
500,5.0,Advertising Services,sales marketing,9.66,Bachelor,fitch solutions,rochester institute of technology,1
500,7.0,Broadcast Media Production and Distribution,producer,11.42,empty,itv america,fordham university,0
256,3.0,Software Development,research scientist,7.33,Doctor,facebook,vanderbilt university,2
281,1.0,Publishing,video editor,5.75,Bachelor,the new york times,duke university,2
500,2.0,Financial Services,healthcare,24.58,empty,jpmorgan chase co,muhlenberg college,0
500,3.0,Writing and Editing,journalist,3.08,Master,wwd,central saint martins university of the arts london,0
456,5.0,Law Practice,professor,13.66,Doctor,indiana university kelley school of business,state university of new york at buffalo law school,3
500,5.0,Investment Management,capital markets,10.0,empty,partners group,dartmouth college,0
500,4.0,Consumer Services,consumer marketing,8.08,Bachelor,uber,the george washington university school of business,1
456,4.0,International Affairs,nanny,7.99,Master,columbia university,rutgers university,0
500,5.0,Pharmaceutical Manufacturing,medical,33.0,Master,health and pharma solutions llc,the wharton school,0
500,5.0,Computer Software,media relations,10.84,Bachelor,linkedin,middlebury college,1
500,5.0,Computer Software,business analyst,4.58,Bachelor,m t bank,university at buffalo,1
363,2.0,Public Relations and Communications Services,social media,5.41,Bachelor,gatehouse media,seton hall university,2
500,6.0,Information Technology & Services,human resources consultant,12.84,Bachelor,mercer,cornell university,1
182,1.0,Hospitality,lifeguard,22.32,Bachelor,westhampton country club,st john s university,2
226,1.0,Education Administration Programs,counselor,8.16,Master,the brearley school,new york university,2
369,2.0,Law Practice,law,35.67,Doctor,executive office for immigration review,brooklyn law school,2
500,4.0,Government Relations Services,communication,8.67,Bachelor,waikato regional council,university of colorado boulder,1
500,1.0,Law Practice,law,26.16,Doctor,goodwin,york university osgoode hall law school,3
500,5.0,Graphic Design,creative,52.91,Bachelor,freelance,milwaukee institute of art design,3
500,5.0,Food Production,network administrator,23.75,Bachelor,community foodbank of new jersey,virginia union university,1
174,1.0,Higher Education,coordinator,2.0,Master,nyu tandon school of engineering,new york university polytechnic school of engineering,2
500,2.0,Biotechnology,research scientist,7.08,Master,icahn school of medicine at mount sinai,boston university,0
191,2.0,Law Practice,paralegal,5.58,Master,willkie farr gallagher llp,new york university,2
500,1.0,Publishing,journalist,5.5,Bachelor,foreign affairs magazine,barnard college,1
500,6.0,Human Resources Services,human resources consultant,16.0,Master,getfive,the milano graduate school of management and urban studies the new school,0
500,1.0,Broadcast Media Production and Distribution,reporter,11.0,empty,cbs news,la asuncion,0
500,2.0,Political Organizations,social media,9.66,Master,red antler,brooklyn college,0
500,6.0,Law Practice,counsel,12.91,Master,bnp paribas,columbia law school,0
373,4.0,Architecture and Planning,designer,15.66,Master,studio 1200,pace university lubin school of business,0
500,2.0,Financial Services,compliance analyst,2.17,Bachelor,millennium,university of michigan,1
500,5.0,Information Services,strategic,5.0,Bachelor,bmc group inc,university of washington,1
500,3.0,Higher Education,law,12.99,Doctor,perry law,harvard law school,3
500,4.0,Retail,hris,10.0,Bachelor,nissan motor corporation,rajiv gandhi prodyogiki vishwavidyalaya,1
500,5.0,Information Technology & Services,development engineer,26.41,Doctor,canonical,university at albany,3
500,5.0,Investment Banking,equity,8.67,Bachelor,mgg investment group lp,university of virginia,1
473,2.0,Financial Services,research analyst,4.08,Bachelor,bank of america merrill lynch,harvard university,1
500,6.0,Advertising Services,marketing consultant,25.59,Bachelor,doceree,university at albany suny,1
500,4.0,Market Research,professor,22.84,Doctor,fors marsh,university of iowa,3
500,6.0,Advertising Services,consumer marketing,22.5,Bachelor,kinesso,miami university,1
500,4.0,Investment Management,equity,7.59,Bachelor,alpine investors,university school of milwaukee,1
325,1.0,Biotechnology,scientist i,9.75,Bachelor,merck,texas a m university,2
350,1.0,Non-profit Organization Management,food service worker,5.99,Bachelor,pelham country club,cornell university,1
500,5.0,Marketing & Advertising,digital,24.75,Bachelor,merkle,university of louisville,1
151,1.0,Hospital & Health Care,event coordinator,9.5,Doctor,american medical student association amsa,american university of antigua college of medicine,2
489,5.0,Financial Services,ambassador,8.0,Bachelor,new york institute of finance,berkeley college new york,1
348,2.0,Accounting,tax preparer,9.08,MBA,ey,providence college,2
424,5.0,Retail,merchandising,16.25,Bachelor,story nyc,quinnipiac university,1
500,3.0,Law Enforcement,supply chain coordinator,5.41,Bachelor,new york city police department,karunya institute of technology and sciences,1
500,4.0,Financial Services,equity,9.5,Bachelor,goldman sachs,the institute of chartered accountants of india,1
218,1.0,Design Services,stylist,5.42,Master,gumuchian,gia gemological institute of america,2
210,1.0,Education Management,substitute teacher,5.5,Bachelor,new utrecht high school,macaulay honors college at the city university of new york,2
500,4.0,Commercial Real Estate,resident,9.33,Doctor,new york city economic development corporation,westminster theological seminary,3
449,2.0,Research Services,professor,10.5,Doctor,nyu school of medicine,cornell university,3
315,5.0,Research,teaching,27.24,Doctor,sanders tri institutional therapeutics discovery institute inc,joan sanford i weill medical college of cornell university,2
277,2.0,Advertising Services,photographer,17.66,empty,enchanté accessories,montana state university bozeman,2
500,6.0,IT Services and IT Consulting,services consultant,41.83,Bachelor,michael p terracino llc,st john s university,1
500,3.0,Design,designer,5.16,empty,champalimaud design,fashion institute of technology,0
234,2.0,Law Enforcement,human,30.16,Bachelor,nyc department of correction,john jay college cuny,2
334,2.0,Wholesale,sales analyst,27.15,empty,e gluck corporation armitron watches,fashion institute of technology,2
397,5.0,Higher Education,researcher,17.75,Doctor,the shalom hartman institute of north america,university of chicago,3
500,2.0,Music,actor,107.82,Master,chrono international,manhattan school of music,3
176,5.0,Construction,product development,4.92,Bachelor,upbrella,australian university,2
500,6.0,Executive Offices,strategic,45.0,Bachelor,media horizons,kent state university,1
500,3.0,Financial Services,equity analyst,5.92,Bachelor,ares management corporation,wake forest university,1
433,2.0,Computer Software,software engineer,14.08,Doctor,google,weizmann institute of science,3
280,5.0,Human Resources,human resources,17.49,Bachelor,ramaz school,queens college,2
500,5.0,Financial Services,investment analyst,5.67,Bachelor,chobani,washington university in st louis,1
500,1.0,Writing & Editing,teaching,4.68,Bachelor,brown university,brown university,1
500,6.0,Higher Education,strategic,19.08,MBA,allied climate partners,harvard kennedy school,0
500,5.0,Entertainment,social media,11.49,Master,the walt disney company,fairleigh dickinson university florham campus,0
500,4.0,Media Production,video editor,7.23,Bachelor,last week tonight with john oliver,molloy college,1
345,2.0,Information Technology & Services,researcher,12.91,Doctor,exponent,university of cambridge,2
363,5.0,Computer Software,instructional designer,10.33,Master,benchling,nyu school of global public health,2
500,2.0,Venture Capital & Private Equity,research analyst,7.16,empty,blackstone,princeton university,0
494,2.0,Higher Education,writer,8.91,Doctor,princeton university,princeton university,3
500,4.0,Writing & Editing,content creator,52.41,Master,ai educator brain,teachers college columbia university,3
500,1.0,Legal Services,teaching,1.92,Bachelor,new york university school of law,new york university school of law,1
494,6.0,Marketing & Advertising,advertising,2.25,Bachelor,carat,st thomas aquinas college,1
500,6.0,Management Consulting,reporter,11.0,empty,persefoni,washington university in st louis,0
500,3.0,Higher Education,research,5.17,Master,eunomia research consulting certified b corp,university of chicago,0
500,3.0,Higher Education,research scientist,11.09,Doctor,columbia university in the city of new york,oregon state university,3
500,5.0,Public Relations & Communications,directors,11.42,Master,nyc mayor s office of community mental health,columbia university,0
259,2.0,Beverage Manufacturing,stylist,11.75,Bachelor,free people,castleton university,2
234,1.0,Motion Pictures & Film,writer,4.08,Bachelor,french film festival richmond virginia,university of richmond,2
500,7.0,Investment Management,content creator,8.0,Bachelor,accelerate investors,texas mccombs school of business,1
280,2.0,Marketing & Advertising,social media,1.75,empty,matte projects,fashion institute of technology,2
500,6.0,Accounting,cfo,58.4,Bachelor,hexagon consulting group llc,nyu stern school of business,3
490,3.0,Public Relations & Communications,tech support,5.58,Bachelor,hunter,marist college,1
500,2.0,Consumer Goods,marketing sales,8.25,Bachelor,belly armor,new york university,1
500,6.0,IT Services and IT Consulting,solutions architect,63.49,Bachelor,komodo health,university of brighton,3
356,1.0,Accounting,accounting,9.08,Bachelor,king street capital management,loyola university maryland sellinger school of business and management,2
160,5.0,Hospital & Health Care,project scrum,21.42,Master,epam systems,dtu technical university of denmark,2
500,2.0,International Affairs,law,14.74,Doctor,morgan lewis bockius llp,albany law school,3
500,4.0,Hospitals and Health Care,technology consultant,57.25,Master,self employed,the city university of new york richmond college,3
447,1.0,Music,public relations,13.5,Bachelor,congregation b nai israel millburn nj,cornell university,1
395,1.0,Writing & Editing,teaching,6.08,Doctor,yale university,university of oxford,3
500,4.0,Architecture and Planning,designer,9.08,Master,ferrer,spd scuola politecnica di design,0
319,5.0,Book and Periodical Publishing,writer,32.0,Bachelor,purple pen college essay advisory,new york university,1
500,5.0,Computer Software,client services,19.0,Master,medidata solutions,universidade federal de santa catarina,0
500,4.0,Entertainment,promotions,18.25,empty,disco nap,indiana university bloomington,0
500,6.0,Retail,strategic sourcing,14.83,Bachelor,fortune 500 companies various,penn state university,1
345,2.0,Financial Services,spring,2.41,Bachelor,m g investments,university of toronto,2
500,1.0,Real Estate,real estate broker,28.08,MBA,keller williams realty landmark,baruch college,0
235,2.0,E-Learning Providers,writer,27.91,Master,university of maryland,defense language institute foreign language center,2
344,4.0,Biotechnology,technology analyst,7.83,Doctor,trillium medical ventures,mount sinai school of medicine of new york university,2
273,1.0,Accounting,banker,19.32,MBA,citi,tbilisi state university,2
375,3.0,Primary/Secondary Education,writer,0.75,High School,fide world chess federation,harvard university,3
500,5.0,Oil & Energy,baker,16.74,empty,campo caribe,cornell university,0
197,2.0,Investment Banking,spring,5.25,Master,wall street club investment management group,baruch college,2
174,5.0,Human Resources Services,human resources coordinator,8.67,Master,virgo medical services inc,university of scranton,2
396,1.0,Hospital & Health Care,cna,1.82,Bachelor,wyckoff heights medical center,st francis college,1
500,3.0,Non-profit Organization Management,physician,12.0,Bachelor,small door,cornell university college of veterinary medicine,1
354,2.0,Non-profit Organization Management,social,26.09,Master,mitre health innovation center,bryn mawr college,0
420,1.0,Higher Education,professor,11.66,Doctor,adelphi university,icahn school of medicine at mount sinai,3
500,4.0,IT Services and IT Consulting,software engineering,10.84,MBA,consolidated precision products corp,faculdade unyleya,0
500,4.0,Legal Services,law,15.0,Doctor,pepsico,vermont law and graduate school,3
500,5.0,Computer Networking Products,machine engineer,12.41,Doctor,amazon,columbia university,3
500,5.0,Human Resources,public relations,9.17,Bachelor,zocdoc,university of miami,1
500,1.0,Computer Software,research,13.07,Master,cornell tech,cornell university,0
234,3.0,Executive Office,sales marketing coordinator,15.75,Bachelor,morgan stanley,university of calgary,2
500,3.0,Investment Banking,equity research,6.16,High School,barclays,georgetown university,1
500,3.0,Information Technology & Services,architecture,9.17,Master,luke licalzi p e p c consulting engineers,universidad nacional experimental del táchira,0
500,2.0,Financial Services,ambassador,8.5,MBA,us faster payments council,university of pittsburgh katz graduate school of business,1
198,2.0,Financial Services,financial representative,43.82,Bachelor,jpmorgan chase bank n a,nyu stern school of business,2
500,3.0,Marketing & Advertising,social media marketing,9.25,empty,sprout social inc,st mary s university twickenham,0
500,1.0,Financial Services,quantitative analyst,17.58,Doctor,millennium,princeton university,3
500,5.0,Computer Networking Products,systems architect,13.17,empty,atlantic tomorrow s office,computertraining com,0
500,5.0,Banking,commercial banking,6.0,Bachelor,dnb bank,hofstra university,1
242,2.0,Financial Services,frontend developer,9.92,Bachelor,amazon,university of massachusetts amherst,2
488,2.0,Retail Apparel and Fashion,technical designer,7.0,Master,ascena retail group inc,fashion institute of technology,0
500,3.0,Financial Services,interaction designer,9.83,Bachelor,metropolitan partners group,duke university,1
500,6.0,Public Relations & Communications,digital,16.25,Bachelor,nike communications inc,william mary,1
402,3.0,Law Practice,attorney,10.41,Doctor,u s attorney s office for the southern district of new york,yale law school,3
151,3.0,Non-profit Organizations,law,12.9,Doctor,nyc department of social services,georgetown university law center,2
500,4.0,Musicians,social media,16.25,Bachelor,slang music,university of central florida,1
500,6.0,Entertainment Providers,treasurer,18.42,Bachelor,top drwr,zicklin school of business,1
356,3.0,Book and Periodical Publishing,editor,35.0,Bachelor,scholastic,nyu stern school of business,2
500,7.0,Financial Services,capital markets,31.58,Bachelor,16rock asset management,watchung regional high school,1
500,5.0,Biotechnology,directors,49.01,MBA,augustine therapeutics,insead,0
288,2.0,Apparel & Fashion,social media,5.25,Bachelor,shopbop,university of michigan,2
500,7.0,Hospital & Health Care,lawyer,6.51,Master,ellis hospital,imperial college london,0
209,2.0,Banking,fund accountant,26.42,Bachelor,new york state common retirement fund,city university of new york herbert h lehman college,2
500,2.0,Higher Education,scientist,14.92,Doctor,neochromosome inc,mcgill university,3
500,5.0,Advertising Services,marketing coordinator,12.25,Bachelor,revolt,susquehanna university,1
500,6.0,Marketing & Advertising,creative,19.92,Doctor,sap,university of pennsylvania,3
201,3.0,Apparel & Fashion,visual merchandising,0.33,Bachelor,alice olivia,fashion institute of technology,2
310,6.0,Research Services,research scientist,14.66,Doctor,the estée lauder companies inc,icahn school of medicine at mount sinai,2
197,3.0,Government Administration,research,11.99,Doctor,nyc department of health and mental hygiene,cuny graduate school of public health and health policy,2
393,3.0,Computer Software,research,5.83,Bachelor,capital one,university of georgia terry college of business,1
500,3.0,Management Consulting,lecturer,11.48,Bachelor,oliver wyman,dartmouth college,1
262,2.0,Research,substitute teacher,6.75,Doctor,rutgers school of graduate studies,rutgers school of graduate studies,2
500,5.0,Management Consulting,compliance officer,24.26,Bachelor,oliver wyman,association of certified fraud examiners,1
500,2.0,Financial Services,tax preparer,12.25,Bachelor,guggenheim partners,marian university indianapolis,1
500,2.0,Computer Games,artist,64.5,Master,parsons school of design the new school,university of architecture civil engineering and geodesy,3
235,6.0,Artists and Writers,strategic,10.0,Bachelor,sarah burney art advisory,wellesley college,2
449,2.0,Internet,cook,11.75,Master,willamette valley vineyards,intercollege,0
301,4.0,Non-profit Organizations,systems analyst,33.25,Bachelor,harvard business publishing,university of colorado denver,2
500,2.0,Hospital & Health Care,physician,17.92,Doctor,icahn school of medicine at mount sinai,icahn school of medicine at mount sinai,3
500,5.0,Photography,photographer,4.33,Bachelor,philip nix,savannah college of art and design,1
500,5.0,Law Practice,counsel,15.17,Doctor,pillsbury winthrop shaw pittman llp,vermont law and graduate school,3
500,3.0,Performing Arts,teacher,27.55,Doctor,craigardan,columbia university vagelos college of physicians and surgeons,3
315,4.0,Mental Health Care,social,7.58,Master,gina lehr mental health counseling pllc,adelphi university,0
270,2.0,Computer Software,writer,4.59,Master,sirens media,the university of chicago,2
318,5.0,Book and Periodical Publishing,plant controller,26.25,Bachelor,oxford university press,queens college,2
500,1.0,Media Production,editor,8.66,Bachelor,business insider,syracuse university,1
500,6.0,Alternative Medicine,brand marketing,28.24,MBA,acreage holdings,minimba,0
264,3.0,Medical Practices,emergency medical technician,11.83,Master,community medical center toms river nj,rutgers university,2
500,2.0,Capital Markets,investment analyst,0.84,Bachelor,truist securities,penn state university,1
500,4.0,Construction,construction project,15.58,Bachelor,holt construction corp,university of florida,1
500,6.0,Industrial Machinery Manufacturing,machine engineer,10.09,Master,stealth ai startup,university of pennsylvania,0
248,6.0,Marketing & Advertising,professor,0.92,Bachelor,overlead,humboldt universität zu berlin,2
500,2.0,Computer Software,product,9.08,Bachelor,petal,harvard business school online,1
500,2.0,Capital Markets,financial representative,3.16,Bachelor,jpmorgan chase co,seton hall university,1
500,6.0,Financial Services,markets,19.16,MBA,mastercard,polimi graduate school of management,0
383,1.0,Education Management,actor,6.42,Bachelor,edinburgh festival fringe,university of central florida,1
500,2.0,Financial Services,ambassador,2.34,Bachelor,mcgraw hill,university at buffalo,1
500,1.0,Government Administration,lifeguard,2.91,Bachelor,cert division at the software engineering institute,the george washington university,1
461,2.0,Media Production,producer,6.42,Bachelor,npr,new york university,1
500,3.0,Information Technology & Services,ui ux designer,12.92,Master,orange logic,moscow aviation institute national research university,0
304,3.0,Law Practice,law,6.15,Doctor,reed smith llp,st john s university school of law,3
500,5.0,Higher Education,social,14.15,Doctor,united nations,rutgers university,3
330,1.0,Photography,photographer,34.0,Doctor,paul kessel,colgate university,2
248,3.0,Musicians,actor,0.42,Bachelor,beauty and the beast,new york university,2
309,3.0,Medical Practice,clinical,10.76,Doctor,mount sinai health system,university of michigan medical school,2
500,6.0,Information Technology & Services,marketing consultant,32.32,MBA,sabre corporation,wharton online,0
157,2.0,Environmental Services,environmental engineer,7.59,Bachelor,efi global,montclair state university,2
493,5.0,Education Administration Programs,communications,23.75,Master,friends academy,temple university,0
500,6.0,Broadcast Media,editor,24.93,Master,nbc news,columbia university,0
194,4.0,Retail Office Equipment,business development consultant,41.0,Bachelor,vgp venture growth partners,fordham university,2
215,5.0,Higher Education,clinical,10.0,Doctor,naugatuck valley community college,case western reserve university,2
485,2.0,Cosmetics,copywriter,5.59,Bachelor,l oréal,penn state university,1
414,3.0,Research,research scientist,11.33,Doctor,the metropolitan museum of art,università di pavia,3
500,5.0,Computer Software,design,16.25,Master,servicenow,harvard business school online,0
500,6.0,Management Consulting,directors,7.67,Bachelor,henningson black level,lucerne university of applied sciences and arts,1
432,4.0,Construction,loan officer,16.0,empty,advisors mortgage group llc,raritan valley community college,0
266,1.0,Real Estate,public relations,11.34,Bachelor,deutsche bank,university of miami,2
500,1.0,Media Production,editor,16.41,Bachelor,daily kos,the george washington university,1
500,5.0,Pharmaceutical Manufacturing,medical,21.08,Doctor,abbvie,edinburgh napier university,3
180,5.0,Computer Software,application development,12.34,empty,curtis mallet prevost colt mosle llp,the cooper union for the advancement of science and art,2
500,6.0,Law Practice,lawyer,7.58,Doctor,mcdermott will schulte,new york university school of law,3
500,7.0,Accounting,finance,3.25,empty,del corona scardigli u s a,università ca foscari venezia,0
500,5.0,Architecture and Planning,architect,28.0,Master,nbbj design,university of cincinnati,0
500,4.0,Architecture & Planning,interior designer,17.08,Master,mciver morgan,new york school of interior design,0
500,6.0,Government Administration,writer,36.4,Master,goldman sachs,university of oxford,0
500,6.0,Financial Services,investor relations,27.25,Bachelor,moomoo,university of pennsylvania the wharton school,1
293,2.0,Computer Software,r d engineer,3.16,Master,american express,new york university,2
209,1.0,Design Services,design consultant,0.84,Associate,j cohler mason design,nyu,2
500,6.0,Insurance,insurance agent,20.67,Bachelor,metlife,the university of connecticut,1
500,1.0,Hospital & Health Care,substitute teacher,7.75,Doctor,robert wood johnson university hospital,rutgers university,3
500,4.0,Business Consulting and Services,professor,12.59,Doctor,vesterager consulting,institute for psychoanalytic psychotherapy,3
229,4.0,Financial Services,consulting,10.84,MBA,accenture,columbia business school,2
500,7.0,Travel Arrangements,directors,45.66,Bachelor,judy perl worldwide travel,the university of texas at austin,1
500,5.0,Financial Services,investment,10.66,Bachelor,voice wealth management,harvard university,1
500,5.0,Government Administration,communications,19.91,Bachelor,office of the queens borough president,queens college,1
290,3.0,Financial Services,compliance officer,30.25,Bachelor,barclays,nyu stern school of business,2
500,5.0,Entertainment Providers,actor,10.33,Bachelor,moviemaker film program,syracuse university,1
312,1.0,Pharmaceuticals,maintenance technician,4.91,Associate,eli lilly and company,triangle tech,2
393,5.0,Pharmaceuticals,scientific,8.16,Doctor,bristol myers squibb,vanderbilt university,3
500,4.0,Public Relations & Communications,account coordinator,12.08,Bachelor,karla otto,syracuse university s i newhouse school of public communications,1
500,6.0,Financial Services,compensation,21.75,empty,citi,university of maryland,0
349,2.0,IT Services and IT Consulting,software engineer,13.49,Master,mongodb,new jersey institute of technology,0
500,6.0,Financial Services,strategist,22.49,MBA,synchrony,university of hartford,0
320,1.0,Graphic Design,graphic design,6.09,Master,palm drive capital,harvard business school online,2
332,2.0,Entertainment,writer,13.92,Master,nyu tisch school of the arts,nyu tisch school of the arts,2
391,4.0,Financial Services,underwriter,29.41,Bachelor,the hartford,syracuse university,2
246,2.0,Hospital & Health Care,social worker,8.5,Master,nyc health hospitals,hunter college,2
500,6.0,Computer Software,strategist,56.75,Master,fortune,new york university,3
500,7.0,Market Research,marketing officer,23.08,Bachelor,brightside research solutions,providence college,1
396,4.0,Management Consulting,scientific,7.16,Bachelor,accenture,cornell university,1
500,5.0,Manufacturing,social,34.74,Master,nyc health hospitals,columbia university mailman school of public health,0
500,3.0,Computer Software,talent acquisition coordinator,11.83,Bachelor,samsung ads,monroe university,1
500,1.0,Software Development,machine engineer,11.49,Doctor,capital one,columbia university,3
246,4.0,Marketing & Advertising,sales producer,5.08,Bachelor,dac,western connecticut state university,2
500,4.0,Information Technology & Services,teacher,8.58,Master,ey,monmouth university,0
168,5.0,Media Production,producer,7.75,Bachelor,4kids entertainment,queens college,2
465,4.0,Pharmaceuticals,scientist,20.09,MBA,pfizer,stevens institute of technology,0
500,1.0,Music,actor,8.33,MBA,metropolitan opera,quantic school of business and technology,1
500,4.0,Business Consulting and Services,creative,12.33,Master,made in nyc,pratt institute,0
500,5.0,Graphic Design,creative,24.33,Master,opengear,east carolina university,0
500,2.0,Real Estate,brokerage,5.68,Bachelor,jpmorgan chase co,rutgers business school,1
250,5.0,Entertainment,writer,19.24,Master,citizen global,new york university,2
500,3.0,Architecture and Planning,project coordinator,17.84,Master,ph design,auburn university,0
292,3.0,Biotechnology Research,research scientist,0.34,MBA,bioactive technology llc,duke university the fuqua school of business,2
426,3.0,Hospital & Health Care,social,8.74,Master,mayo clinic,boston university school of public health,0
500,2.0,Research,teaching,11.5,Doctor,columbia engineering,columbia university in the city of new york,3
500,5.0,Higher Education,computer,15.0,Bachelor,braze,city university of new york college of staten island,1
500,6.0,Wholesale Import and Export,business development analyst,12.92,MBA,american express,carnegie mellon university,0
500,5.0,Advertising Services,digital media,19.41,Bachelor,liftoff mobile,fairleigh dickinson university,1
500,4.0,Medical Device,scientist,13.58,Doctor,quidelortho,icahn school of medicine at mount sinai,3
192,1.0,Business Consulting and Services,education,10.82,Doctor,psychotherapeutic evaluational programs inc,st john s university school of education,2
500,3.0,Retail,merchandising,13.42,empty,revolve,university of arizona,0
500,6.0,Hospitals and Health Care,clinical,2.17,Doctor,philips,paracelsus medizinische privatuniversität,3
415,2.0,Financial Services,law,7.67,Doctor,sidley austin llp,fordham university school of law,3
345,6.0,Research Services,research scientist,15.42,Doctor,new york genome center,baylor college of medicine,2
267,4.0,Higher Education,research,13.65,Doctor,elsevier,the graduate center city university of new york,2
500,5.0,Marketing & Advertising,creative,6.83,empty,general idea,the university of texas at austin,0
500,2.0,Accounting,financial accounting,8.92,empty,ten thousand inc,fordham university,0
500,3.0,Computer & Network Security,engineer,10.5,Master,rimo3,new york university,0
373,4.0,Non-profit Organizations,community relations,18.25,Master,new york blood center,baruch college,0
500,5.0,Financial Services,nanny,4.17,Bachelor,northwestern mutual,suny new paltz,1
500,4.0,Public Policy Offices,public affairs,13.59,Master,new york city council,hunter college,0
500,7.0,"Technology, Information and Internet",software architect,26.16,Bachelor,verndale,boston college,1
174,3.0,Non-profit Organization Management,journalist,8.5,Master,committee to protect journalists,columbia university in the city of new york,2
460,2.0,Higher Education,host,29.81,Bachelor,suffolk county community college,five towns college,1
384,2.0,Consumer Goods,product development,4.42,Bachelor,l occitane group b corp,ewha womans university,2
326,3.0,Research Services,software engineer i,15.92,Doctor,asml,temple university,2
500,1.0,Insurance,underwriting,9.83,Bachelor,sompo,vassar college,1
500,6.0,Retail Apparel and Fashion,creative,10.0,Bachelor,negative inc,university of pennsylvania,1
500,3.0,Oil and Gas,research analyst,9.0,Master,business for good,yale university,0
390,6.0,Accounting,cfo,52.58,MBA,prager metis cpas,pace university,3
500,7.0,Investment Management,counsel,16.08,empty,sfj technologies llc,tulane university law school,0
500,4.0,Law Practice,attorney,20.66,Doctor,fried frank,georgetown university law center,3
500,4.0,Computer and Network Security,technical product,9.33,Master,microsoft,john jay college cuny,0
500,2.0,Research,reporter,11.92,Master,united nations university centre for policy research unu cpr,columbia sipa,0
500,4.0,Financial Services,financial services,11.16,MBA,moody s,fitchburg state university,0
444,2.0,Renewables & Environment,project engineer,7.17,Master,jaros baum bolles,university of dayton,0
376,5.0,Accounting,tax preparer,14.75,empty,cbiz,university of miami,2
500,1.0,Law Practice,law,4.92,Doctor,cherre,columbia law school,3
500,2.0,Financial Services,investment banking analyst,9.66,Bachelor,j p morgan,dartmouth college,1
213,1.0,Financial Services,quantitative analyst,9.08,Master,point72 asset management,new york university,2
183,6.0,Transportation/Trucking/Railroad,franchise,11.16,Bachelor,caru containers north america,rutgers university,2
500,5.0,Higher Education,substitute teacher,7.42,Bachelor,mathnasium the math learning center,rochester institute of technology,1
500,5.0,Financial Services,trader,12.42,Master,bnp paribas,the london school of economics and political science lse,0
500,5.0,Motor Vehicle Manufacturing,sales,24.42,empty,murgado automotive group,jeff sacks auto training,0
500,5.0,Computer Software,talent,7.42,Bachelor,attio,university of virginia,1
500,4.0,Higher Education,professor,7.26,Doctor,long island university,st john s university,3
500,4.0,Industrial Machinery Manufacturing,mechanical engineer,12.16,Master,amogy,university of cincinnati,0
500,3.0,Computer Software,data scientist,3.0,High School,the graduate center city university of new york,james madison university,1
483,5.0,Education Management,teacher,49.67,Master,middle way school,university of pennsylvania,3
500,5.0,Business Consulting and Services,markets,14.0,MBA,amazon,the university of chicago booth school of business,0
500,5.0,Advertising Services,digital,21.25,Bachelor,mastercard,parsons school of design the new school,1
500,6.0,Investment Management,capital markets,39.08,MBA,national center for energy analytics,new york university leonard n stern school of business,0
479,6.0,Financial Services,software architect,32.75,MBA,the depository trust clearing corporation dtcc,university of phoenix,0
